city_development_index,experience,enrolled_university,relevent_experience,education_level,company_type,major_discipline,target
0.91,4,No enrollment,Has relevent experience,Masters,Pvt Ltd,Humanities,0.0
0.698,3,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.767,17,No enrollment,Has relevent experience,Masters,Other,STEM,1.0
0.624,5,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.624,3,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,Other,0.0
0.855,8,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.91,>20,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.91,9,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.8270000000000001,2,Part time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,14,No enrollment,No relevent experience,Phd,NGO,STEM,0.0
0.92,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.847,10,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.91,>20,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,7,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.624,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.698,15,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.804,<1,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Masters,Public Sector,Humanities,0.0
0.884,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.624,12,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,1.0
0.727,5,Part time course,No relevent experience,Masters,Public Sector,STEM,0.0
0.92,>20,No enrollment,No relevent experience,Graduate,Other,STEM,0.0
0.83,14,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,12,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,5,Other,Has relevent experience,Other,Other,Non Degree,1.0
0.855,16,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.624,1,No enrollment,No relevent experience,Other,Pvt Ltd,Non Degree,1.0
0.92,3,Full time course,No relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.794,5,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.897,8,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.926,9,No enrollment,Has relevent experience,Masters,Other,Humanities,0.0
0.92,4,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.767,19,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.924,4,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,10,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.897,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.698,2,Other,No relevent experience,Other,Other,Non Degree,0.0
0.8270000000000001,3,No enrollment,Has relevent experience,High School,Early Stage Startup,Non Degree,0.0
0.624,8,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.579,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,6,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.926,17,Other,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.742,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.698,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,19,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,1.0
0.878,17,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.899,2,No enrollment,Has relevent experience,High School,Funded Startup,Non Degree,0.0
0.926,<1,No enrollment,No relevent experience,High School,Other,Non Degree,1.0
0.92,11,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.8959999999999999,4,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.6890000000000001,1,Full time course,Has relevent experience,Graduate,Other,STEM,1.0
0.855,8,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.682,4,Other,Has relevent experience,Graduate,Other,STEM,1.0
0.92,16,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,2,Other,No relevent experience,High School,Other,Non Degree,0.0
0.527,<1,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.804,6,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.555,3,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.92,<1,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.949,7,No enrollment,No relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.91,<1,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.698,4,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.926,9,Part time course,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.74,5,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.924,>20,No enrollment,Has relevent experience,High School,Other,Non Degree,0.0
0.754,12,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.722,3,Part time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.865,4,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.556,3,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.866,1,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.92,12,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,12,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0
0.926,4,Part time course,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.624,1,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.897,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,5,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.74,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.923,7,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.754,3,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,3,Full time course,No relevent experience,Graduate,Public Sector,STEM,0.0
0.767,12,No enrollment,Has relevent experience,High School,Other,Non Degree,0.0
0.92,3,Part time course,No relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.915,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.893,13,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.878,2,Full time course,No relevent experience,Graduate,Pvt Ltd,Humanities,0.0
0.92,12,Part time course,Has relevent experience,Masters,NGO,Humanities,0.0
0.92,13,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.884,6,Part time course,Has relevent experience,Masters,Early Stage Startup,STEM,0.0
0.624,9,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.887,12,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.926,5,Full time course,Has relevent experience,Graduate,Other,STEM,0.0
0.624,10,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.926,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.727,>20,No enrollment,Has relevent experience,Masters,Other,STEM,1.0
0.92,12,Other,Has relevent experience,Other,Other,Non Degree,0.0
0.92,19,No enrollment,No relevent experience,Masters,Early Stage Startup,STEM,0.0
0.763,12,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,9,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.925,>20,No enrollment,Has relevent experience,Masters,Other,STEM,1.0
0.624,14,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.855,>20,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.698,7,No enrollment,No relevent experience,Graduate,Pvt Ltd,No Major,1.0
0.939,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,15,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.897,6,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.921,5,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,7,Full time course,No relevent experience,Graduate,Other,Other,1.0
0.7390000000000001,4,Full time course,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.926,3,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.895,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.92,19,No enrollment,No relevent experience,Phd,Public Sector,STEM,0.0
0.754,<1,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.91,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,4,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.855,16,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,6,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.884,7,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.847,13,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.624,<1,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.624,<1,No enrollment,No relevent experience,High School,Other,Non Degree,1.0
0.899,<1,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0
0.91,6,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.913,8,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.624,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.89,15,Part time course,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.91,2,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.925,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,<1,No enrollment,Has relevent experience,Graduate,Other,Humanities,1.0
0.743,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,7,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.91,16,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.624,1,No enrollment,No relevent experience,Other,Other,Non Degree,1.0
0.92,11,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.727,18,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,17,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,6,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.698,8,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.836,17,No enrollment,Has relevent experience,Graduate,Pvt Ltd,No Major,0.0
0.855,2,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.802,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,3,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,12,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,16,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,3,Full time course,No relevent experience,High School,Other,Non Degree,1.0
0.878,4,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0
0.624,16,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.926,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.8959999999999999,>20,No enrollment,Has relevent experience,Graduate,Other,Arts,0.0
0.92,10,Full time course,No relevent experience,Masters,Other,STEM,0.0
0.754,14,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.903,14,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.887,19,Full time course,Has relevent experience,Masters,Funded Startup,STEM,0.0
0.856,12,No enrollment,Has relevent experience,Graduate,Pvt Ltd,No Major,0.0
0.624,15,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,5,Full time course,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.624,9,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.91,8,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.89,9,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.949,4,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.897,5,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.897,6,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Phd,Pvt Ltd,STEM,0.0
0.92,14,No enrollment,Has relevent experience,Graduate,Other,Arts,1.0
0.698,3,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0
0.91,15,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,4,Full time course,Has relevent experience,Graduate,Public Sector,STEM,1.0
0.624,2,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.899,9,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.855,5,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.939,14,No enrollment,Has relevent experience,High School,Funded Startup,Non Degree,0.0
0.624,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,1.0
0.698,5,Part time course,No relevent experience,Masters,Public Sector,STEM,1.0
0.89,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.7759999999999999,>20,Part time course,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.925,1,Full time course,No relevent experience,High School,Public Sector,Non Degree,1.0
0.91,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,1,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.91,11,No enrollment,Has relevent experience,Masters,Other,STEM,1.0
0.624,18,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.92,15,Part time course,Has relevent experience,Masters,Public Sector,STEM,0.0
0.939,5,No enrollment,No relevent experience,Other,Other,Non Degree,0.0
0.92,9,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.89,19,No enrollment,Has relevent experience,High School,Early Stage Startup,Non Degree,0.0
0.7959999999999999,3,No enrollment,No relevent experience,High School,Other,Non Degree,1.0
0.727,3,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.89,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,14,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.913,10,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.91,6,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.91,16,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Masters,Other,Arts,1.0
0.897,17,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.926,3,No enrollment,Has relevent experience,Masters,Pvt Ltd,Humanities,0.0
0.91,9,Full time course,No relevent experience,Masters,Pvt Ltd,STEM,0.0
0.884,9,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.55,8,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.624,4,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.624,3,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.624,5,No enrollment,No relevent experience,Graduate,Funded Startup,STEM,1.0
0.92,19,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.91,20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Humanities,0.0
0.92,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,11,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.923,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.926,10,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,3,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,Humanities,0.0
0.92,18,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,4,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.913,8,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.5579999999999999,<1,Full time course,No relevent experience,Graduate,Early Stage Startup,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.624,19,No enrollment,Has relevent experience,Masters,Public Sector,STEM,1.0
0.624,3,Full time course,No relevent experience,Masters,Other,STEM,1.0
0.92,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,0.0
0.624,9,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.624,11,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,3,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,5,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.624,2,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.926,14,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Phd,Early Stage Startup,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,Humanities,1.0
0.92,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Humanities,0.0
0.939,8,No enrollment,Has relevent experience,Phd,Public Sector,STEM,0.0
0.855,10,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.624,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
